SentenceRef,CorrectedSentence,RawSentence,TokensInSentence,EditsInSentence,EqualsInSentence,Insertions,Deletions,Replacements,CorrectBeginning,CorrectEnding,InputQuality
DDNDNLWD_s003,"Fantasies, school life, nightmares.","Fantasies, school life, nightmares.",7,0,7,0,0,0,1.0,1.0,ok
DDNDNLWD_s004,"But when I turned 13, everything changed.","But when I turned 13, everything changed.",9,0,9,0,0,0,1.0,1.0,ok
DDNDNLWD_s005,"I started having more realistic ones, but the funny thing was - they weren' t realistic at all.","I started having more realistic ones, but the funny thing was - they weren' t realistic at all.",21,0,21,0,0,0,1.0,1.0,ok
DDNDNLWD_s006,"Just last night, I dreamt my house burnt down, my sister and my parents were shrivelled in the fire.","Just last night, I dreamt my house burnt down, my sister and my parents were shrivelled in the fire.",22,0,22,0,0,0,1.0,1.0,ok
DDNDNLWD_s007,A pile of disintegrated ashes.,A pile of disintagrated ashes.,6,1,5,0,0,1,1.0,1.0,ok
DDNDNLWD_s008,But there was a voice in the background.,But there was a voice in the background.,9,0,9,0,0,0,1.0,1.0,ok
DDNDNLWD_s009,Always the same one.,Always the same one.,5,0,5,0,0,0,1.0,1.0,ok
DDNDNLWD_s010,"""You are not who you think you are.","""You are not who you think you are.",10,0,10,0,0,0,1.0,1.0,ok
DDNDNLWD_s011,"""It took me about a month to realise that voice was mine.","""It took me about a month to realise that voice was mine.",14,0,14,0,0,0,1.0,1.0,ok
DDNDNLWD_s012,It haunted me - even when I wasn' t dreaming.,It haunted me - even when I wasn' t dreaming.,12,0,12,0,0,0,1.0,1.0,ok
DDNDNLWD_s013,"For a while, I just stopped sleeping.","For a while, I just stopped sleeping.",9,0,9,0,0,0,1.0,1.0,ok
DDNDNLWD_s014,You can imagine how that turned out.,You can imagine how that turned out.,8,0,8,0,0,0,1.0,1.0,ok
DDNDNLWD_s015,"""Sky!","""Sky!",3,0,3,0,0,0,1.0,1.0,ok
DDNDNLWD_s016,"""a voice cuts through my thoughts, clearing my foggy head.","""a voice cuts through my thoughts, clearing my foggy head.",13,0,13,0,0,0,0.0,1.0,ok
DDNDNLWD_s017,"""Are you coming to dinner, or what?","""Are you coming to dinner, or what?",10,0,10,0,0,0,1.0,1.0,ok
DDNDNLWD_s018,""""" Sorry, Mum!",""""" Sorry, mum!",6,0,6,0,0,0,1.0,1.0,ok
DDNDNLWD_s019,"""I yell back over my shoulder.","""I yell back over my shoulder.",8,0,8,0,0,0,1.0,1.0,ok
DDNDNLWD_s020,"""I' ll be a sec.","""I' ll be a sec.",8,0,8,0,0,0,1.0,1.0,ok
DDNDNLWD_s021,"""Technically, I' m in the attic.","""Technically, I' m in the attic.",10,0,10,0,0,0,1.0,1.0,ok
DDNDNLWD_s022,"However, the attic is so full of family treasures that I discovered, it' s more like a safe.","However, the attic is so full of family treasures that I discovered, it' s more like a safe.",22,0,22,0,0,0,1.0,1.0,ok
DDNDNLWD_s023,The attic makes all these memories and dreams come clear as day.,The attic makes all these memories and dreams come clear as day.,13,0,13,0,0,0,1.0,1.0,ok
DDNDNLWD_s024,I just don' t know why.,I just don' t know why.,8,0,8,0,0,0,1.0,1.0,ok
DDNDNLWD_s025,"After dinner, the weird voice starts calling me again.","After dinner, the weird voice starts calling me again.",11,0,11,0,0,0,1.0,1.0,ok
DDNDNLWD_s026,"I clamp my hands over my ears, trying to muffle out the screams.","I clamp my hands over my ears, trying to muffle out the screams.",15,0,15,0,0,0,1.0,1.0,ok
DDNDNLWD_s027,"My sister, Ruby, looks at me strangely.","My sister, Ruby, looks at me strangely.",10,0,10,0,0,0,1.0,1.0,ok
DDNDNLWD_s028,"""Sky, will you stop doing that?","""Sky, will you stop doing that?",9,0,9,0,0,0,1.0,1.0,ok
DDNDNLWD_s029,That' s the third time you' ve done that this week.,That' s the third time you' ve done that this week.,14,0,14,0,0,0,1.0,1.0,ok
DDNDNLWD_s030,.,.,1,0,1,0,0,0,,1.0,ok
DDNDNLWD_s031,.,.,1,0,1,0,0,0,,1.0,ok
DDNDNLWD_s032,"""she says huffily, flicking back a strand of blonde hair.","""she says huffily, flicking back a strand of blonde hair.",13,0,13,0,0,0,0.0,1.0,ok
DDNDNLWD_s033,"""I' m fine!","""I' m fine!",6,0,6,0,0,0,1.0,1.0,ok
DDNDNLWD_s034,I' m fine.,I' m fine.,5,0,5,0,0,0,1.0,1.0,ok
DDNDNLWD_s035,I just.,I just.,3,0,3,0,0,0,1.0,1.0,ok
DDNDNLWD_s036,.,.,1,0,1,0,0,0,,1.0,ok
DDNDNLWD_s037,.,.,1,0,1,0,0,0,,1.0,ok
DDNDNLWD_s038,"""I sigh.","""I sigh.",4,0,4,0,0,0,1.0,1.0,ok
DDNDNLWD_s039,"""Why do I look so different from you all?","""Why do I look so different from you all?",11,0,11,0,0,0,1.0,1.0,ok
DDNDNLWD_s040,"""I finally look at her in the eye, and instantly regret it.","""I finally look at her in the eye, and instantly regret it.",15,0,15,0,0,0,1.0,1.0,ok
DDNDNLWD_s041,Those blue eyes are so cold it' s a wonder they don' t turn to ice any second.,Those blue eyes are so cold it' s a wonder they don' t turn to ice any second.,21,0,21,0,0,0,1.0,1.0,ok
DDNDNLWD_s042,Ruby scoffs.,Ruby scoffs.,3,0,3,0,0,0,1.0,1.0,ok
DDNDNLWD_s043,"""I don' t care.","""I don' t care.",7,0,7,0,0,0,1.0,1.0,ok
DDNDNLWD_s044,Maybe you were adopted.,Maybe you were adopted.,5,0,5,0,0,0,1.0,1.0,ok
DDNDNLWD_s045,"""I stop.","""I stop.",4,0,4,0,0,0,1.0,1.0,ok
DDNDNLWD_s046,Is this it?,Is this it?,4,0,4,0,0,0,1.0,1.0,ok
DDNDNLWD_s047,Is this what I have been looking for?,Is this what I have been looking for?,9,0,9,0,0,0,1.0,1.0,ok
DDNDNLWD_s048,Ruby said it as a joke.,Ruby said it as a joke.,7,0,7,0,0,0,1.0,1.0,ok
DDNDNLWD_s049,Not a particularly funny one - but it was still a joke.,Not a particularly funny one - but it was still a joke.,13,0,13,0,0,0,1.0,1.0,ok
DDNDNLWD_s050,"All the jigsaw pieces fit pretty perfectly, though.","All the jigsaw pieces fit pretty perfectly, though.",10,0,10,0,0,0,1.0,1.0,ok
DDNDNLWD_s051,"Mum, Dad, and Ruby all have blonde hair, pale skin and blue eyes.","Mum, dad, and Ruby all have blonde hair, pale skin and blue eyes.",17,0,17,0,0,0,1.0,1.0,ok
DDNDNLWD_s052,"Meanwhile, I look extremely contrasting with my olive skin, dark eyes, and brown hair streaked with highlights.","Meanwhile, I look extremely contrasting with my olive skin, dark eyes, and brown hair streaked with highlights.",21,0,21,0,0,0,1.0,1.0,ok
DDNDNLWD_s053,They' re a very tall family as well.,They' re a very tall family as well.,10,0,10,0,0,0,1.0,1.0,ok
DDNDNLWD_s054,"I' m average in my height, but Ruby was almost a head taller than me when she was my age.","I' m avarage in my height, but Ruby was almost a head taller than me when she was my age.",23,1,22,0,0,1,1.0,1.0,ok
DDNDNLWD_s055,And the voice!,And the voice!,4,0,4,0,0,0,1.0,1.0,ok
DDNDNLWD_s056,It all makes sense!,It all makes sense!,5,0,5,0,0,0,1.0,1.0,ok
DDNDNLWD_s057,"""You are not who you think you are"" - of course!","""You are not who you think you are"" - of course!",14,0,14,0,0,0,1.0,1.0,ok
DDNDNLWD_s058,But then.,But then.,3,0,3,0,0,0,1.0,1.0,ok
DDNDNLWD_s059,.,.,1,0,1,0,0,0,,1.0,ok
DDNDNLWD_s060,.,.,1,0,1,0,0,0,,1.0,ok
DDNDNLWD_s061,who are my real parents?,who are my real parents?,6,0,6,0,0,0,0.0,1.0,ok
DDNDNLWD_s062,"""I need to go,"" I burst out, running to the attic and slamming the splintery wooden door behind me.","""I need to go,"" I burst out, running to the attic and slamming the splintery wooden door behind me.",24,0,24,0,0,0,1.0,1.0,ok
DDNDNLWD_s063,"I sit on the floor, trying to process it.","I sit on the floor, trying to process it.",11,0,11,0,0,0,1.0,1.0,ok
DDNDNLWD_s064,"A few times, I think that it is ridiculous.","A few times, I think that it is ridiculous.",11,0,11,0,0,0,1.0,1.0,ok
DDNDNLWD_s065,"I mean, I only figured this out today.","I mean, I only figured this out today.",10,0,10,0,0,0,1.0,1.0,ok
DDNDNLWD_s066,My parents have to be my ones.,My parentshave to be my ones.,8,2,6,1,0,1,1.0,1.0,ok
DDNDNLWD_s067,The ones I have now.,The ones I have now.,6,0,6,0,0,0,1.0,1.0,ok
DDNDNLWD_s068,Right?,Right?,2,0,2,0,0,0,1.0,1.0,ok
DDNDNLWD_s069,"I groan, struggling to make sense of it all.","I groan, struggling to make sense of it all.",11,0,11,0,0,0,1.0,1.0,ok
DDNDNLWD_s070,"""Where are you?","""Where are you?",5,0,5,0,0,0,1.0,1.0,ok
DDNDNLWD_s071,"""I whispered.",I whispered.,4,1,3,1,0,0,1.0,1.0,ok
DDNDNLWD_s072,"""Why did you leave me?","""Why did you leave me?",7,0,7,0,0,0,1.0,1.0,ok
DDNDNLWD_s073,"""Suddenly, footsteps approach.","""Suddenly, footsteps approach.",6,0,6,0,0,0,1.0,1.0,ok
DDNDNLWD_s074,I scramble to my feet.,I scramble to my feet.,6,0,6,0,0,0,1.0,1.0,ok
DDNDNLWD_s075,"""Sky?","""Sky?",3,0,3,0,0,0,1.0,1.0,ok
DDNDNLWD_s076,"""my dad' s voice rings in my ears.","""my dad' s voice rings in my ears.",11,0,11,0,0,0,0.0,1.0,ok
DDNDNLWD_s077,"""Sky Willows?","""Sky Willows?",4,0,4,0,0,0,1.0,1.0,ok
DDNDNLWD_s078,"""I open the door, and sure enough, my parents are there.","""I open the door, and sure enough, my parents are there.",15,0,15,0,0,0,1.0,1.0,ok
DDNDNLWD_s079,"""I want to know what happened to them.","""I want to know what happened to them.",10,0,10,0,0,0,1.0,1.0,ok
DDNDNLWD_s080,"""My voice is steady, but my fear underneath it all is unmistakable.","""My voice is steady, but my fear underneath it all is unmistakable.",15,0,15,0,0,0,1.0,1.0,ok
DDNDNLWD_s081,"""So you finally figured it out,"" my mum sighs.","""So you finally figured it out,"" my mum sighs.",13,0,13,0,0,0,1.0,1.0,ok
DDNDNLWD_s082,"""Yes.","""Yes.",3,0,3,0,0,0,1.0,1.0,ok
DDNDNLWD_s083,What happened to them?,What happened to them?,5,0,5,0,0,0,1.0,1.0,ok
DDNDNLWD_s084,"""I ask again.","""I ask again.",5,0,5,0,0,0,1.0,1.0,ok
DDNDNLWD_s085,"""Oh, don' t worry.","""Oh, don' t worry.",8,0,8,0,0,0,1.0,1.0,ok
DDNDNLWD_s086,"""My dad smiles.","""My dad smiles.",5,0,5,0,0,0,1.0,1.0,ok
DDNDNLWD_s087,"Then, as if a light had been shut off, their faces contort into creepy and slightly mad features.","Then, as if a light had been shut off, their faces contort into creepy and slightly mad features.",21,0,21,0,0,0,1.0,1.0,ok
DDNDNLWD_s088,"""We took care of them.","""We took care of them.",7,0,7,0,0,0,1.0,1.0,ok
DDNDNLWD_s089,"""","""",1,0,1,0,0,0,,,ok
DFPYDMTT_s000,"Make it to the Moon"" 5, 4, 3, 2, 1,"" counted the lady in the H. R. S control centre.","Make it to the Moon"" 5, 4, 3, 2, 1,"" counted the lady in the H. R. S control centre.",30,0,30,0,0,0,1.0,1.0,ok
DFPYDMTT_s001,"""H. R. S spaceship 1, are you ready for lift off?","""H. R. S spaceship 1, are you ready for lift off?",16,0,16,0,0,0,1.0,1.0,ok
DFPYDMTT_s002,"""Eliza took a deep breath, clutching the edge of her seat, looking down on the world.","""Eliza took a deep breath, clutching the edge of her seat, looking down on the world.",20,0,20,0,0,0,1.0,1.0,ok
DFPYDMTT_s003,"""Roger that, we are ready,"" said Jim, smiling warmly at Eliza.","""Roger that, we are ready,"" said Jim, smiling warmly at Eliza.",17,0,17,0,0,0,1.0,1.0,ok
DFPYDMTT_s004,"""Are you ready, Moore?","""Are you ready, Moore?",7,0,7,0,0,0,1.0,1.0,ok
DFPYDMTT_s005,"""Eliza looked down at the nametag on her suit.","""Eliza looked down at the nametag on her suit.",11,0,11,0,0,0,1.0,1.0,ok
DFPYDMTT_s006,Eliza Moore.,Eliza Moore.,3,0,3,0,0,0,1.0,1.0,ok
DFPYDMTT_s007,"""I' m ready, captain.","""I' m ready, captain.",8,0,8,0,0,0,1.0,1.0,ok
DFPYDMTT_s008,"""As soon as she said it, the spaceship took off, leaving for Mission Moon.","""As soon as she said it, the spaceship took off, leaving for Mission Moon.",18,0,18,0,0,0,1.0,1.0,ok
DFPYDMTT_s009,Zoooooom!,Zoooooom!,2,0,2,0,0,0,1.0,1.0,ok
DFPYDMTT_s010,"* * *"" We are close, Moore,"" said Jim, adjusting his spacesuit.","* * *"" We are close, Moore,"" said Jim, adjusting his spacesuit.",18,0,18,0,0,0,1.0,1.0,ok
DFPYDMTT_s011,"""We' re close to the moon.","""We' re close to the moon.",9,0,9,0,0,0,1.0,1.0,ok
DFPYDMTT_s012,"""Eliza smiled as she saw space outside her window.","""Eliza smiled as she saw space outside her window.",11,0,11,0,0,0,1.0,1.0,ok
DFPYDMTT_s013,"Eliza was scared of space, how it billowed out into nothing, and if you fell in, you' ll never make it out of there.","Eliza was scared of space, how it billowed out into nothing, and if you fell in, you' ll never make it out of there.",29,0,29,0,0,0,1.0,1.0,ok
DFPYDMTT_s014,Her thoughts were shattered as Jim put a warm hand on her shoulder.,Her thoughts were shattered as Jim put a warm hand on her shoulder.,14,0,14,0,0,0,1.0,1.0,ok
DFPYDMTT_s015,"""No need to be scared, mate.","""No need to be scared, mate.",9,0,9,0,0,0,1.0,1.0,ok
DFPYDMTT_s016,"""Eliza smiled, and looked longingly at the refrigerator.","""Eliza smiled, and looked longingly at the refrigerator.",11,0,11,0,0,0,1.0,1.0,ok
DFPYDMTT_s017,"She stood up, her legs shaking as she walked over to the refrigerator.","She stood up, her legs shaking as she walked over to the refrigerator.",15,0,15,0,0,0,1.0,1.0,ok
DFPYDMTT_s018,She opened the refrigerator door and: BOOM!,She opened the refrigerator door and: BOOM!,9,0,9,0,0,0,1.0,1.0,ok
DFPYDMTT_s019,"""Warning, hull damaged,"" came a glitchy voice from the computer.","""Warning, hull damaged,"" came a glitchy voice from the computer.",15,0,15,0,0,0,1.0,1.0,ok
DFPYDMTT_s020,Eliza shut the door and ran to the side of the spaceship.,Eliza shut the door and ran to the side of the spaceship.,13,0,13,0,0,0,1.0,1.0,ok
DFPYDMTT_s021,"""We' ve been hit by some sort of space rock!","""We' ve been hit by some sort of space rock!",13,0,13,0,0,0,1.0,1.0,ok
DFPYDMTT_s022,"""shouted Eliza.","""shouted Eliza.",4,0,4,0,0,0,0.0,1.0,ok
DFPYDMTT_s023,"""What are we going to do, captain?","""What are we going to do, captain?",10,0,10,0,0,0,1.0,1.0,ok
DFPYDMTT_s024,"""The spaceship came to a sudden halt as Jim pulled the brakes.","""The spaceship came to a sudden halt as Jim pulled the brakes.",14,0,14,0,0,0,1.0,1.0,ok
DFPYDMTT_s025,"""We are still going to the moon, the crew will meet us there,"" said Jim, controlling the spaceship.","""We are still going to the moon, the crew will meet us there,"" said Jim, controlling the spaceship.",24,0,24,0,0,0,1.0,1.0,ok
DFPYDMTT_s026,"""Moore, I need you to go outside and fix the hull.","""Moore, I need you to go outside and fix the hull.",14,0,14,0,0,0,1.0,1.0,ok
DFPYDMTT_s027,"""Eliza' s mouth hung open.","""Eliza' s mouth hung open.",8,0,8,0,0,0,1.0,1.0,ok
DFPYDMTT_s028,"""Me?","""Me?",3,0,3,0,0,0,1.0,1.0,ok
DFPYDMTT_s029,"Captain, I don' t what to do.","Captain, I don' t what to do.",10,0,10,0,0,0,1.0,1.0,ok
DFPYDMTT_s030,""""" Yes, you do.",""""" Yes, you do.",7,0,7,0,0,0,1.0,1.0,ok
DFPYDMTT_s031,"You' ve had the training, mate.","You' ve had the training, mate.",9,0,9,0,0,0,1.0,1.0,ok
DFPYDMTT_s032,Time to get out there and show space what you' re made of.,Time to get out there and show space what you' re made of.,15,0,15,0,0,0,1.0,1.0,ok
DFPYDMTT_s033,Do you hear me?,Do you hear me?,5,0,5,0,0,0,1.0,1.0,ok
DFPYDMTT_s034,"""Eliza nodded.","""Eliza nodded.",4,0,4,0,0,0,1.0,1.0,ok
DFPYDMTT_s035,She grabbed the tool kit and opened the side door.,She grabbed the tool kit and opened the side door.,11,0,11,0,0,0,1.0,1.0,ok
DFPYDMTT_s036,"Cold air seeped in, and Eliza began to float.","Cold air seeped in, and Eliza began to float.",11,0,11,0,0,0,1.0,1.0,ok
DFPYDMTT_s037,She pulled herself to the hull of the ship and got working.,She pulled herself to the hull of the ship and got working.,13,0,13,0,0,0,1.0,1.0,ok
DFPYDMTT_s038,"After screwing and hammering, the hull was good enough to fly to the moon.","After screwing and hammering, the hull was good enough to fly to the moon.",16,0,16,0,0,0,1.0,1.0,ok
DFPYDMTT_s039,It was all Eliza could do for now.,It was all Eliza could do for now.,9,0,9,0,0,0,1.0,1.0,ok
DFPYDMTT_s040,"She pulled herself back to the ship, shut the door and made her way back to Jim.","She pulled herself back to the ship, shut the door and made her way back to Jim.",19,0,19,0,0,0,1.0,1.0,ok
DFPYDMTT_s041,"""I did the best I could, captain.","""I did the best I could, captain.",10,0,10,0,0,0,1.0,1.0,ok
DFPYDMTT_s042,"The ship should be able to fly to the moon,"" said Eliza.","The ship should be able to fly to the moon,"" said Eliza.",15,0,15,0,0,0,1.0,1.0,ok
DFPYDMTT_s043,Jim started to steer the ship back to its original course.,Jim started to steer the ship back to it original course.,12,1,11,0,0,1,1.0,1.0,ok
DFPYDMTT_s044,"""Good job, Moore.","""Good job, Moore.",6,0,6,0,0,0,1.0,1.0,ok
DFPYDMTT_s045,You have proven that you are worthy to be captain for when I retire.,You have proven that you are worthy to be captain for when I retire.,15,0,15,0,0,0,1.0,1.0,ok
DFPYDMTT_s046,""""" You' re retiring?",""""" You' re retiring?",7,0,7,0,0,0,1.0,1.0,ok
DFPYDMTT_s047,"""asked Eliza sadly.","""asked Eliza sadly.",5,0,5,0,0,0,0.0,1.0,ok
DFPYDMTT_s048,"""Not now, but in about 5 years.","""Not now, but in about 5 years.",10,0,10,0,0,0,1.0,1.0,ok
DFPYDMTT_s049,"""Eliza smiled.","""Eliza smiled.",4,0,4,0,0,0,1.0,1.0,ok
DFPYDMTT_s050,The spaceship stopped and everything shook.,The spaceship stopped and everything shook.,7,0,7,0,0,0,1.0,1.0,ok
DFPYDMTT_s051,"""We have landed,"" Jim spoke into his intercomm on his suit.","""We have landed,"" Jim spoke into his intercomm on his suit.",15,0,15,0,0,0,1.0,1.0,ok
DFPYDMTT_s052,"""We have landed on the moon.","""We have landed on the moon.",8,0,8,0,0,0,1.0,1.0,ok
DFPYDMTT_s053,"Do you copy that, H. R. S control centre?",Do you copy that H. R. S control centre?,13,1,12,1,0,0,1.0,1.0,ok
DFPYDMTT_s054,"""A glitchy voice came back from the comm.","""A glitchy voice came back from the comm.",10,0,10,0,0,0,1.0,1.0,ok
DFPYDMTT_s055,"""Copy.","""Copy.",3,0,3,0,0,0,1.0,1.0,ok
DFPYDMTT_s056,"Congratulations, the Moon Crew are waiting for you.","Congratulations, the Moon Crew are waiting for you.",10,0,10,0,0,0,1.0,1.0,ok
DFPYDMTT_s057,"""Eliza pulled the door open.","""Eliza pulled the door open.",7,0,7,0,0,0,1.0,1.0,ok
DFPYDMTT_s058,She leapt out and landed on the moon.,She lept out and landed on the moon.,9,1,8,0,0,1,1.0,1.0,ok
DFPYDMTT_s059,Dust swirled everywhere.,Dust swirled everywhere.,4,0,4,0,0,0,1.0,1.0,ok
DFPYDMTT_s060,Moondust.,Moondust.,2,0,2,0,0,0,1.0,1.0,ok
DFPYDMTT_s061,Eliza was on the moon.,Eliza was on the moon.,6,0,6,0,0,0,1.0,1.0,ok
DFPYDMTT_s062,What an amazing ride.,What an amazing ride.,5,0,5,0,0,0,1.0,1.0,ok
DFPYDMTT_s063,,'s,2,2,0,0,2,0,,,ok
DNGNFXGW_s000,Joel' s breath was short.,Joel' s breath was short.,7,0,7,0,0,0,1.0,1.0,ok
DNGNFXGW_s001,She staggered forward.,She staggered forward.,4,0,4,0,0,0,1.0,1.0,ok
DNGNFXGW_s002,"All she could think of was her village, back down the mountain.","All she could think of was her village, back down the mountain.",14,0,14,0,0,0,1.0,1.0,ok
DNGNFXGW_s003,Her eyes teared up.,Her eyes teared up.,5,0,5,0,0,0,1.0,1.0,ok
DNGNFXGW_s004,"No, she thought.","No, she thought.",5,0,5,0,0,0,1.0,1.0,ok
DNGNFXGW_s005,I won' t let it burn.,I won' t let it burn.,8,0,8,0,0,0,1.0,1.0,ok
DNGNFXGW_s006,She stood taller and clasped the sword at her waist.,She stood taller and clasped the sword at her waist.,11,0,11,0,0,0,1.0,1.0,ok
DNGNFXGW_s007,"As she continued up the rocky landscape, it got hotter and hotter, like she was getting closer to the sun itself.","As she continued up the rocky landscape, it got hotter and hotter, like she was getting closer to the sun itself.",24,0,24,0,0,0,1.0,1.0,ok
DNGNFXGW_s008,"But that' s not what is happening here, is it?","But that' s not what is happening here, is it?",13,0,13,0,0,0,1.0,1.0,ok
DNGNFXGW_s009,"Gritting her teeth, she stood on a rock and surveyed the land.","Gritting her teeth, she stood on a rock and surveyed the land.",14,0,14,0,0,0,1.0,1.0,ok
DNGNFXGW_s010,There.,There.,2,0,2,0,0,0,1.0,1.0,ok
DNGNFXGW_s011,The door couldn' t have been bigger than the shortest of the village children.,The door couldn' t have been bigger than the shortest of the village children.,16,0,16,0,0,0,1.0,1.0,ok
DNGNFXGW_s012,"It was short and thin, and Joel had to duck through.","It was short and thin, and Joel had to duck through.",13,0,13,0,0,0,1.0,1.0,ok
DNGNFXGW_s013,"Lucky I' m so thin, Berte couldn' t have done this mission.","Lucky I' m so thin, Berte couldn' t have done this mission.",16,0,16,0,0,0,1.0,1.0,ok
DNGNFXGW_s014,Joel smiled.,Joel smiled.,3,0,3,0,0,0,1.0,1.0,ok
DNGNFXGW_s015,"The thought of her wide friend soothed her a little, and steeled her resolve.","The thought of her wide friend soothed her a little, and steeled her resolve.",16,0,16,0,0,0,1.0,1.0,ok
DNGNFXGW_s016,I must do this.,I must do this.,5,0,5,0,0,0,1.0,1.0,ok
DNGNFXGW_s017,For the village!,For the village!,4,0,4,0,0,0,1.0,1.0,ok
DNGNFXGW_s018,"Taking a deep breath, Joel crawled out of the small doorway into the opening room.","Taking a deep breath, Joel crawled out of the small doorway into the opening room.",17,0,17,0,0,0,1.0,1.0,ok
DNGNFXGW_s019,"She creeped through the hallways, alert to every sound.","She creeped through the hallways, alert to every sound.",11,0,11,0,0,0,1.0,1.0,ok
DNGNFXGW_s020,"The rocks were warm, and as Joel progressed, she was thankful she was wearing thick shoes.","The rocks were warm, and as Joel progressed, she was thankful she was wearing thick shoes.",19,0,19,0,0,0,1.0,1.0,ok
DNGNFXGW_s021,The floor could have burned her feet off.,The floor could have burned her feet off.,9,0,9,0,0,0,1.0,1.0,ok
DNGNFXGW_s022,"Finally, she reached the treasury.","Finally, she reached the treasury.",7,0,7,0,0,0,1.0,1.0,ok
DNGNFXGW_s023,"Her hands gripped the hilt of her sword as she unsheathed it steadily, slowly.","Her hands gripped the hilt of her sword as she unsheathed it steadily, slowly.",16,0,16,0,0,0,1.0,1.0,ok
DNGNFXGW_s024,She didn' t want to wake the beast.,She didn' t want to wake the beast.,10,0,10,0,0,0,1.0,1.0,ok
DNGNFXGW_s025,"She crept carefully across mountains of gold, and rivers of silver.","She crept carefully across mountains of gold, and rivers of silver.",13,0,13,0,0,0,1.0,1.0,ok
DNGNFXGW_s026,"Joel did not notice anything monstrous, when a particularly hot breeze caught her.","Joel did not notice anything monsterous, when a particularly hot breeze caught her.",15,1,14,0,0,1,1.0,1.0,ok
DNGNFXGW_s027,"She hissed in annoyance, before her heart skipped a beat.","She hissed in annoyance, before her heart skipped a beat.",12,0,12,0,0,0,1.0,1.0,ok
DNGNFXGW_s028,There were no windows.,There were no windows.,5,0,5,0,0,0,1.0,1.0,ok
DNGNFXGW_s029,"And then, all she heard was the clanging of goblets, the hiss of coins as they slid off the giant dragon.","And then, all she heard was the clanging of goblets, the hiss of coins as they slid off the giant dragon.",24,0,24,0,0,0,1.0,1.0,ok
DNGNFXGW_s030,"Joel turned and came face to face with the mighty red lizard, wings spread wide, eyes as fiery as its insides.","Joel turned and came face to face with the mighty red lizard, wings spread wide, eyes as fiery as its insides.",24,0,24,0,0,0,1.0,1.0,ok
DNGNFXGW_s031,They locked gaze.,They locked gaze.,4,0,4,0,0,0,1.0,1.0,ok
DNGNFXGW_s032,And Joel' s heart exploded.,And Joel' s heart exploded.,7,0,7,0,0,0,1.0,1.0,ok
DNGNFXGW_s033,She dashed across the now moving treasure as the dragon shook itself free and took a deep breath.,She dashed across the now moving treasure as the dragon shook itself free and took a deep breath.,19,0,19,0,0,0,1.0,1.0,ok
DNGNFXGW_s034,"She ran and ran, until she could see cover.","She ran and ran, until she could see cover.",11,0,11,0,0,0,1.0,1.0,ok
DNGNFXGW_s035,THERE!,THERE!,2,0,2,0,0,0,1.0,1.0,ok
DNGNFXGW_s036,A pillar stood in the middle of her room.,A pillar stood in the middle of her room.,10,0,10,0,0,0,1.0,1.0,ok
DNGNFXGW_s037,"She leaped behind it as soon as the dragon' s breath ignited, flame licking her back.","She leaped behind it as soon an the dragon' s breath ignited, flame licking her back.",19,1,18,0,0,1,1.0,1.0,ok
DNGNFXGW_s038,Joel took a deep and steady breath.,Joel took a deep and steady breath.,8,0,8,0,0,0,1.0,1.0,ok
DNGNFXGW_s039,"She thought of her village, and Berte, and her parents.","She thought of her village, and Berte, and her parents.",13,0,13,0,0,0,1.0,1.0,ok
DNGNFXGW_s040,And she decided to face this beast.,And she decided to face this beast.,8,0,8,0,0,0,1.0,1.0,ok
DNGNFXGW_s041,For them.,For them.,3,0,3,0,0,0,1.0,1.0,ok
DNGNFXGW_s042,"Gasping for air, she waited until the constant stream of flame stopped, and bolted out from behind the pillar.","Gasping for air, she waited until the constant stream of flame stopped, and bolted out from behind the pillar.",22,0,22,0,0,0,1.0,1.0,ok
DNGNFXGW_s043,"The dragon, surprised, took a step back before righting itself and taking a swing with its mighty claws.","The dragon, surprised, took a step back before righting itself and taking a swing with it mighty claws.",21,1,20,0,0,1,1.0,1.0,ok
DNGNFXGW_s044,"Joel expertly dodged and rolled away from the attacks, shortening the distance between them.","Joel expertly dodged and rolled away from the attacks, shortening the distance between them.",16,0,16,0,0,0,1.0,1.0,ok
DNGNFXGW_s045,"Just as the dragon inhaled mightily, Joel clambered up a diamond throne and leaped onto the dragon' s head, sword clasped in both hands.","Just as the dragon inhaled mightily, Joel clambered up a diamond throne and leaped onto the dragon' s head, sword clasped in both hands.",28,0,28,0,0,0,1.0,1.0,ok
DNGNFXGW_s046,"She thrust downwards, and the dragon shrieked, and shook.","She thrust downwards, and the dragon shrieked, and shook.",12,0,12,0,0,0,1.0,1.0,ok
DNGNFXGW_s047,"Until finally, silence filled the room, and a mighty impact shook the treasure.","Until finally, silence filled the room, and a mighty impact shook the treasure.",16,0,16,0,0,0,1.0,1.0,ok
DNGNFXGW_s048,It is done.,It is done.,4,0,4,0,0,0,1.0,1.0,ok
DNGNFXGW_s049,"Joel grinned, thrilled and exasperated.","Noel grinned, thrilled and exasperated.",7,1,6,0,0,1,1.0,1.0,ok
DNGNFXGW_s050,"She searched the room, and gathered samples of the treasure.","She searched the room, and gathered samples of the treasure.",12,0,12,0,0,0,1.0,1.0,ok
DNGNFXGW_s051,"As she happily skipped the way she came, she thought to herself.","As she happily skipped the way she came, she thought to herself.",14,0,14,0,0,0,1.0,1.0,ok
